Program	Optimization	K	Iterations	Threads	Time (ms)
OMP 4K	O2	256	8	1	204341
OMP 4K	O2	256	8	1	205976
OMP 4K	O2	256	8	1	206018
OMP 4K	O2	256	16	2	282482
OMP 4K	O2	256	16	2	283437
OMP 4K	O2	256	16	2	283509
OMP 4K	O2	64	32	1	212757
OMP 4K	O2	64	32	1	212904
OMP 4K	O2	256	16	2	284937
OMP 4K	O2	256	16	2	285536
OMP 4K	O2	256	16	2	285877
OMP 4K	O2	256	16	2	285924
OMP 4K	O2	256	16	2	285960
OMP 4K	O2	256	20	2	349657
OMP 4K	O2	256	20	2	350409
OMP 4K	O2	64	32	1	216580
OMP 4K	O2	256	20	2	355247
OMP 4K	O2	256	20	2	358114
OMP 4K	O2	256	20	2	359472
OMP 4K	O2	256	8	1	225748
OMP 4K	O2	256	8	1	227336
OMP 4K	O2	64	32	1	241878
OMP 4K	O2	256	8	1	241739
OMP 4K	O2	64	32	1	269353
OMP 4K	O2	64	32	1	277002
OMP 4K	O2	64	32	1	289704
OMP 4K	O2	64	32	1	291979
OMP 4K	O2	64	32	1	292482
OMP 4K	O2	256	8	1	294105
OMP 4K	O2	256	32	2	457412
OMP 4K	O2	256	32	2	464518
OMP 4K	O2	256	16	1	373201
OMP 4K	O2	256	32	2	513286
OMP 4K	O2	256	16	1	408465
OMP 4K	O2	256	16	1	418096
OMP 4K	O2	256	16	1	418244
OMP 4K	O2	256	32	2	535993
OMP 4K	O2	256	32	2	537458
OMP 4K	O2	256	32	2	539479
OMP 4K	O2	256	32	2	543394
OMP 4K	O2	256	16	1	435903
OMP 4K	O2	256	32	2	551808
OMP 4K	O2	256	32	2	559154
OMP 4K	O2	256	32	2	564900
OMP 4K	O2	256	16	1	456021
OMP 4K	O2	256	16	1	488937
OMP 4K	O2	256	20	1	521488
OMP 4K	O2	256	20	1	525459
OMP 4K	O2	256	20	1	530002
OMP 4K	O2	256	20	1	533820
OMP 4K	O2	256	20	1	720142
OMP 4K	O2	256	20	1	720284
OMP 4K	O2	256	16	1	720291
OMP 4K	O2	256	20	1	750924
OMP 4K	O2	256	32	1	762187
OMP 4K	O2	256	16	1	793878
OMP 4K	O2	256	32	1	816831
OMP 4K	O2	256	32	1	821226
OMP 4K	O2	256	32	1	847267
OMP 4K	O2	256	32	1	847698
OMP 4K	O2	256	32	1	847722
OMP 4K	O2	256	32	1	849824
OMP 4K	O2	256	20	1	936128
OMP 4K	O2	256	16	1	1101111
OMP 4K	O2	256	32	1	1219362
OMP 4K	O2	256	20	1	1305531
OMP 4K	O2	256	20	1	1305805
OMP 4K	O2	256	32	1	1434448
