OMP	O2	16	20	64	29153
OMP	O2	16	20	64	33751
OMP	O2	32	20	64	28887
OMP	O2	32	20	64	34213
OMP	O2	256	20	64	29644
OMP	O2	256	20	64	34357
OMP	O2	128	20	64	29236
OMP	O2	128	20	64	34595
OMP	O2	64	20	64	29007
OMP	O2	64	20	64	34157
OMP	O2	16	20	64	28632
OMP	O2	16	20	64	34001
OMP	O2	64	20	64	29255
OMP	O2	64	20	64	34229
OMP	O2	256	20	64	29414
OMP	O2	256	20	64	33999
OMP	O2	32	20	64	29210
OMP	O2	32	20	64	34183
OMP	O2	128	20	64	29677
OMP	O2	128	20	64	34296
OMP	O2	16	20	64	28514
OMP	O2	16	20	64	34158
